oma_id;name;locus;old_locus;groupID;strain;eq
SALPK01522;SSPA1461;SSPA_RS07860;SSPA1461;3553;SALPK;0
SALEP00070;caiB;SEN_RS00365;SEN0073;1162;SALEP;0
SALPA00068;caiB;SPA_RS00360;SPA0073;1162;SALPA;0
SALPB00087;caiB;SPAB_RS00355;SPAB_00088;1162;SALPB;0
SALPC00072;caiB;SPC_RS00350;SPC_0077;1162;SALPC;0
SALBC00058;caiB;SBG_RS00295;SBG_0057;1162;SALBC;0
SALTY00071;caiB;STM0072;caiB;1162;SALTY;0
SALTI00072;caiB;STY_RS00370;STY0082;1162;SALTI;0
SALAR02811;caiB;SARI_RS13690;SARI_02928;1162;SALAR;0
SALTD00073;caiB;STMMW_RS00365;STM_MW00741;1162;SALTD;0
SALTS00072;SALTS_Chromosome.73;SALTS_Chromosome.73;SALTS_Chromosome.73;1162;SALTS;0
SALT100083;caiB;STM14_RS00935;STM14_0085;1162;SALT1;0
SALCH00065;caiB;SCH_RS00350;SC0066;1162;SALCH;0
SALG200070;caiB;SG_RS00360;SG0075;1162;SALG2;0
SALPK00072;caiB;SSPA_RS00360;SSPA0069;1162;SALPK;0
SALDC02960;SeD_A3269;SED_RS15910;SeD_A3269;3863;SALDC;0
SALEP02770;SEN2794;SEN_RS14545;SEN2794;3863;SALEP;0
SALPA02614;SPA2812;SPA_RS14285;SPA2812;3863;SALPA;0
SALPB03533;SPAB_03670;SPAB_RS14940;SPAB_03670;3863;SALPB;0
SALHS02928;SeHA_C3152;SEHA_RS15505;SeHA_C3152;3863;SALHS;0
SALNS02962;SNSL254_A3171;SNSL254_RS16070;SNSL254_A3171;3863;SALNS;0
SALA402864;SeAg_B3088;SEAG_RS14845;SeAg_B3088;3863;SALA4;0
SALCH02853;SC2889;SCH_RS15085;SC2889;3863;SALCH;0
SALG202741;SG2859;SG_RS14370;SG2859;3863;SALG2;0
SALPK02737;SSPA2619;SSPA_RS14260;SSPA2619;3863;SALPK;0
SALEP00846;SEN0853A;SEN_RS04415;SEN0853A;4866;SALEP;0
SALPA01716;SPA1851;SPA_RS09295;SPA1851;4866;SALPA;0
SALPB02482;SPAB_02575;SPAB_RS10470;SPAB_02575;4866;SALPB;0
SALHS00970;SeHA_C1048;SEHA_RS05505;SeHA_C1048;4866;SALHS;0
SALPC00917;SPC_0949;SPC_RS04685;SPC_0949;4866;SALPC;0
SALNS00920;SNSL254_A0982;SNSL254_RS05665;SNSL254_A0982;4866;SALNS;0
SALA400884;SeAg_B0954;SEAG_RS04750;SeAg_B0954;4866;SALA4;0
SALCH00895;SC0902;SCH_RS04855;SC0902;4866;SALCH;0
SALG200868;SG0892;SG_RS04505;SG0892;4866;SALG2;0
SALPK01796;SSPA1722;SSPA_RS09270;SSPA1722;4866;SALPK;0
SALDC02907;SeD_A3211;SED_RS15640;SeD_A3211;5384;SALDC;0
SALEP02718;SEN2743;SEN_RS14280;SEN2743;5384;SALEP;0
SALPA02569;SPA2760;SPA_RS14025;SPA2760;5384;SALPA;0
SALPB03476;SPAB_03612;SPAB_RS14705;SPAB_03612;5384;SALPB;0
SALHS02875;SeHA_C3092;SEHA_RS15250;SeHA_C3092;5384;SALHS;0
SALPC02811;SPC_2943;SPC_RS14690;SPC_2943;5384;SALPC;0
SALNS02905;SNSL254_A3107;SNSL254_RS15795;SNSL254_A3107;5384;SALNS;0
SALTI02766;STY3026;STY_RS14365;STY3026;5384;SALTI;0
SALA402807;SeAg_B3024;SEAG_RS14570;SeAg_B3024;5384;SALA4;0
SALCH02801;SC2833;SCH_RS14795;SC2833;5384;SALCH;0
SALG202688;SG2805;SG_RS14105;SG2805;5384;SALG2;0
SALPK02686;SSPA2574;SSPA_RS14000;SSPA2574;5384;SALPK;0
SALDC03815;SeD_A4220;SED_RS20310;SeD_A4220;3723;SALDC;0
SALEP03617;SEN3645;SEN_RS18925;SEN3645;3723;SALEP;0
SALPB04594;SPAB_04766;SPAB_RS19345;SPAB_04766;3723;SALPB;0
SALHS03871;SeHA_C4162;SEHA_RS20175;SeHA_C4162;3723;SALHS;0
SALPC03752;SPC_3915;SPC_RS19425;SPC_3915;3723;SALPC;0
SALNS03839;SNSL254_A4113;SNSL254_RS20460;SNSL254_A4113;3723;SALNS;0
SALTD03785;STM_MW38131;STMMW_RS19740;STM_MW38131;3723;SALTD;0
SALTS03768;SL1344_3795;SL1344_RS19710;SL1344_3795;3723;SALTS;0
SALT403856;STM474_4006;STM474_RS19710;STM474_4006;3723;SALT4;0
SALCH03699;SC3746;SCH_RS19475;SC3746;3723;SALCH;0
SALG203830;fkpA;SG_RS20140;SG3986;2852;SALG2;0
SALG203465;SG3603;SG_RS18290;SG3603;3723;SALG2;0
SALPK03582;SSPA3433b;SSPA_RS18635;SSPA3433b;3723;SALPK;0
SALEP02371;lpxP;SEN_RS12410;SEN2387;1986;SALEP;0
SALPA00425;lpxP;SPA_RS02290;SPA0459;1986;SALPA;0
SALPB00542;lpxP;SPAB_RS02315;SPAB_00561;1986;SALPB;0
SALPC01209;lpxP;SPC_RS06235;SPC_1256;1986;SALPC;0
SALTY02317;ddg;STM2401;ddg;1986;SALTY;0
SALTI02408;lpxP;STY_RS12445;STY2639;1986;SALTI;0
SALTD02407;lpxP;STMMW_RS12520;STM_MW24241;1986;SALTD;0
SALTS02358;lpxP;SL1344_RS12325;SL1344_2369;1986;SALTS;0
SALT402404;lpxP;STM474_RS12325;STM474_2501;1986;SALT4;0
SALCH02375;lpxP;SCH_RS12560;SC2402;1986;SALCH;0
SALG202341;lpxP;SG_RS12245;SG2437;1986;SALG2;0
SALPK00442;lpxP;SSPA_RS02290;SSPA0426;1986;SALPK;0
SALEP00979;phoH;SEN_RS05115;SEN0987B;2637;SALEP;0
SALPA01599;phoH;SPA_RS08650;SPA1725;2637;SALPA;0
SALPB02326;phoH;SPAB_RS09830;SPAB_02417;2637;SALPB;0
SALPC02500;phoH;SPC_RS13075;SPC_2623;2637;SALPC;0
SALBC00970;phoH;SBG_RS05070;SBG_0972;2637;SALBC;0
SALAR01796;phoH;SARI_RS08740;SARI_01874;2637;SALAR;0
SALTD01126;phoH;STMMW_RS05825;STM_MW11351;2637;SALTD;0
SALTS01055;phoH;SL1344_RS05535;SL1344_1064;2637;SALTS;0
SALT401074;phoH;STM474_RS05535;STM474_1120;2637;SALT4;0
SALCH01061;phoH;SCH_RS05750;SC1077;2637;SALCH;0
SALG200988;phoH;SG_RS05145;SG1014;2637;SALG2;0
SALPK01672;phoH;SSPA_RS08625;SSPA1603;2637;SALPK;0
SALEP03971;pspG;SEN_RS20895;SEN4013;5680;SALEP;0
SALPA03757;pspG;SPA_RS20560;SPA4061;5680;SALPA;0
SALPB05019;pspG;SPAB_RS21295;SPAB_05228;5680;SALPB;0
SALPC04132;pspG;SPC_RS21455;SPC_4305;5680;SALPC;0
SALTY04081;yjbO;STM4244;yjbO;5680;SALTY;0
SALTI04056;pspG;STY_RS21240;STY4440;5680;SALTI;0
SALAR03298;pspG;SARI_RS16050;SARI_03434;5680;SALAR;0
SALTD04164;pspG;STMMW_RS21810;STM_MW41941;5680;SALTD;0
SALTS04148;pspG;SL1344_RS21785;SL1344_4180;5680;SALTS;0
SALT404250;pspG;STM474_RS21785;STM474_4438;5680;SALT4;0
SALCH04069;pspG;SCH_RS21520;SC4123;5680;SALCH;0
SALG203930;pspG;SG_RS20665;SG4087;5680;SALG2;0
SALPK03927;pspG;SSPA_RS20535;SSPA3770;5680;SALPK;0
SALEP01162;SEN1174;SEN_RS06085;SEN1174;2348;SALEP;0
SALPA00936;SPA1010;SPA_RS05075;SPA1010;2348;SALPA;0
SALPB01280;SPAB_01333;SPAB_RS05495;SPAB_01333;2348;SALPB;0
SALHS01935;SeHA_C2072;SEHA_RS10435;SeHA_C2072;2348;SALHS;0
SALPC01778;SPC_1860;SPC_RS09290;SPC_1860;2348;SALPC;0
SALNS01896;SNSL254_A2018;SNSL254_RS10655;SNSL254_A2018;2348;SALNS;0
SALTS01779;SL1344_1793;SL1344_RS09305;SL1344_1793;2348;SALTS;0
SALT102173;STM14_2256;STM14_RS10210;STM14_2256;2348;SALT1;0
SALT401817;STM474_1888;STM474_RS09305;STM474_1888;2348;SALT4;0
SALCH01841;SC1863;SCH_RS09795;SC1863;2348;SALCH;0
SALG201217;SG1252;SG_RS06360;SG1252;2348;SALG2;0
SALPK00977;SSPA0942;SSPA_RS05045;SSPA0942;2348;SALPK;0
SALEP03656;atpE;SEN_RS19120;SEN3684;5697;SALEP;0
SALEP03658;atpI;SEN_RS19130;SEN3686;4895;SALEP;0
SALPA03451;atpE;SPA_RS18820;SPA3709;5697;SALPA;0
SALPA03453;atpI;SPA_RS18830;SPA3711;4895;SALPA;0
SALBC03363;atpE;SBG_RS17790;SBG_3422;5697;SALBC;0
SALBC03365;atpI;SBG_RS17800;SBG_3424;4895;SALBC;0
SALTY03741;atpE;STM3870;atpE;5697;SALTY;0
SALTY03743;atpI;STM3872;atpI;4895;SALTY;0
SALTI03563;atpE;STY_RS18690;STY3908;5697;SALTI;0
SALTI03561;atpI;STY_RS18680;STY3906;4895;SALTI;0
SALAR03610;atpE;SARI_RS17670;SARI_03781;5697;SALAR;0
SALAR03608;atpI;SARI_RS17660;SARI_03779;4895;SALAR;0
SALTS03810;atpE;SL1344_RS19925;SL1344_3837;5697;SALTS;0
SALTS03812;atpI;SL1344_RS19935;SL1344_3839;4895;SALTS;0
SALT104506;atpE;STM14_RS20430;STM14_4666;5697;SALT1;0
SALT104508;atpI;STM14_RS20440;STM14_4668;4895;SALT1;0
SALT403899;atpE;STM474_RS19925;STM474_4049;5697;SALT4;0
SALT403901;atpI;STM474_RS19935;STM474_4051;4895;SALT4;0
SALCH03735;atpE;SCH_RS19670;SC3782;5697;SALCH;0
SALCH03737;atpI;SCH_RS19680;SC3784;4895;SALCH;0
SALG203426;atpE;SG_RS18095;SG3563;5697;SALG2;0
SALG203424;atpI;SG_RS18085;SG3561;4895;SALG2;0
SALPK03613;atpE;SSPA_RS18795;SSPA3464;5697;SALPK;0
SALPK03615;atpI;SSPA_RS18805;SSPA3466;4895;SALPK;0
SALEP00964;iraM;SEN_RS05035;SEN0974;4903;SALEP;0
SALPA01613;iraM;SPA_RS08735;SPA1740;4903;SALPA;0
SALPC02517;iraM;SPC_RS13155;SPC_2640;4903;SALPC;0
SALTY01065;STM1110;STM1110;STM1110;4903;SALTY;0
SALTD01110;iraM;STMMW_RS05745;STM_MW11201;4903;SALTD;0
SALTS01040;iraM;SL1344_RS05455;SL1344_1049;4903;SALTS;0
SALT101216;iraM;STM14_RS06040;STM14_1261;4903;SALT1;0
SALT401056;iraM;STM474_RS05455;STM474_1102;4903;SALT4;0
SALCH01044;iraM;SCH_RS05670;SC1060;4903;SALCH;0
SALG200973;iraM;SG_RS05065;SG0999;4903;SALG2;0
SALPK01687;iraM;SSPA_RS08710;SSPA1617;4903;SALPK;0
SALEP00133;secM;SEN_RS00695;SEN0136;4237;SALEP;0
SALPA00131;secM;SPA_RS00695;SPA0137;4237;SALPA;0
SALPB00167;secM;SPAB_RS00675;SPAB_00169;4237;SALPB;0
SALPC00138;secM;SPC_RS00680;SPC_0144;4237;SALPC;0
SALTY00134;yacA;STM0135;yacA;4237;SALTY;0
SALTD00139;secM;STMMW_RS00685;STM_MW01411;4237;SALTD;0
SALTS00136;secM;SL1344_RS00685;SL1344_0135;4237;SALTS;0
SALT100159;secM;STM14_RS01255;STM14_0161;4237;SALT1;0
SALT400138;secM;STM474_RS00685;STM474_0141;4237;SALT4;0
SALCH00131;secM;SCH_RS00680;SC0132;4237;SALCH;0
SALG200131;secM;SG_RS00685;SG0136;4237;SALG2;0
SALPK00135;secM;SSPA_RS00695;SSPA0133;4237;SALPK;0
SALDC03813;SeD_A4218;SED_RS20300;SeD_A4218;1037;SALDC;0
SALEP03615;SEN3643;SEN_RS18915;SEN3643;1037;SALEP;0
SALPB04592;SPAB_04764;SPAB_RS19335;SPAB_04764;1037;SALPB;0
SALHS03869;SeHA_C4160;SEHA_RS20165;SeHA_C4160;1037;SALHS;0
SALPC03750;SPC_3913;SPC_RS19415;SPC_3913;1037;SALPC;0
SALTY03699;dgoT;STM3827;dgoT;1037;SALTY;0
SALNS03837;SNSL254_A4111;SNSL254_RS20450;SNSL254_A4111;1037;SALNS;0
SALTD03783;STM_MW38111;STMMW_RS19730;STM_MW38111;1037;SALTD;0
SALTS03766;SL1344_3793;SL1344_RS19700;SL1344_3793;1037;SALTS;0
SALT104460;STM14_4619;STM14_RS20205;STM14_4619;1037;SALT1;0
SALT403854;STM474_4004;STM474_RS19700;STM474_4004;1037;SALT4;0
SALCH03697;SC3744;SCH_RS19465;SC3744;1037;SALCH;0
SALG203467;SG3605;SG_RS18300;SG3605;1037;SALG2;0
SALPK03581;dgoD;SSPA_RS18630;SSPA3433a;1520;SALPK;0
SALPK03580;SSPA3433;SSPA_RS18625;SSPA3433;1037;SALPK;0
SALPA03420;SPA3677;SPA_RS18650;SPA3677;1037;SALPA;0
SALCH01123;rpmF;SCH_RS06095;SC1139;6138;SALCH;0
SALG203557;rpmB;SG_RS18755;SG3703;5686;SALG2;0
SALTI00332;STY0368;STY0368;STY0368;4723;SALTI;0
SALT100375;STM14_0391;STM14_RS02285;STM14_0391;4723;SALT1;0
SALEP03060;garK;SEN_RS16055;SEN3087;1608;SALEP;0
SALEP00499;glxK;SEN_RS02580;SEN0506;1601;SALEP;0
SALPA02897;garK;SPA_RS15805;SPA3116;1608;SALPA;0
SALPA02038;glxK;SPA_RS11065;SPA2198;1601;SALPA;0
SALPB03902;garK;SPAB_RS16455;SPAB_04053;1608;SALPB;0
SALPB02926;glxK;SPAB_RS12400;SPAB_03039;1601;SALPB;0
SALPC03177;garK;SPC_RS16495;SPC_3323;1608;SALPC;0
SALPC00522;glxK;SPC_RS02655;SPC_0539;1601;SALPC;0
SALTY03133;garK;STM3247;garK;1608;SALTY;0
SALTY00514;glxK;STM0525;glxK;1601;SALTY;0
SALTI03116;garK;STY_RS16205;STY3429;1608;SALTI;0
SALTI00521;glxK;STY_RS02670;STY0573;1601;SALTI;0
SALTD03223;garK;STMMW_RS16805;STM_MW32471;1608;SALTD;0
SALTD00584;glxK;STMMW_RS02960;STM_MW05931;1601;SALTD;0
SALTS03202;garK;SL1344_RS16775;SL1344_3220;1608;SALTS;0
SALTS00514;glxK;SL1344_RS02665;SL1344_0518;1601;SALTS;0
SALT103789;garK;STM14_RS17305;STM14_3929;1608;SALT1;0
SALT100596;glxK;STM14_RS03235;STM14_0615;1601;SALT1;0
SALT403276;garK;STM474_RS16775;STM474_3404;1608;SALT4;0
SALT400527;glxK;STM474_RS02665;STM474_0546;1601;SALT4;0
SALCH03155;garK;SCH_RS16625;SC3194;1608;SALCH;0
SALCH00562;glxK;SCH_RS02990;SC0564;1601;SALCH;0
SALG203017;garK;SG_RS15820;SG3143;1608;SALG2;0
SALG200520;glxK;SG_RS02680;SG0537;1601;SALG2;0
SALPK03031;garK;SSPA_RS15780;SSPA2909;1608;SALPK;0
SALPK02130;glxK;SSPA_RS11040;SSPA2043;1601;SALPK;0
SALEP03407;SEN3435;SEN_RS17855;SEN3435;2299;SALEP;0
SALPA03227;SPA3468;SPA_RS17570;SPA3468;2299;SALPA;0
SALPA00158;SPA0164;SPA_RS00830;SPA0164;2081;SALPA;0
SALPB04321;SPAB_04487;SPAB_RS18250;SPAB_04487;2299;SALPB;0
SALPC03535;SPC_3687;SPC_RS18315;SPC_3687;2299;SALPC;0
SALTY03484;kdgK;STM3612;kdgK;2299;SALTY;0
SALTI03815;STY4191;STY_RS20000;STY4191;2299;SALTI;0
SALTD03574;STM_MW36011;STMMW_RS18640;STM_MW36011;2299;SALTD;0
SALTS03554;SL1344_3577;SL1344_RS18610;SL1344_3577;2299;SALTS;0
SALT104196;STM14_4348;STM14_RS19115;STM14_4348;2299;SALT1;0
SALT403639;STM474_3781;STM474_RS18610;STM474_3781;2299;SALT4;0
SALT400164;STM474_0170;STM474_RS00820;STM474_0170;2081;SALT4;0
SALCH03503;SC3546;SCH_RS18450;SC3546;2299;SALCH;0
SALG203675;SG3824;SG_RS19360;SG3824;2299;SALG2;0
SALPK03370;SSPA3238;SSPA_RS17545;SSPA3238;2299;SALPK;0
SALPK00162;SSPA0160;SSPA_RS00830;SSPA0160;2081;SALPK;0
SALEP00045;SEN0044;SEN_RS00225;SEN0044;5779;SALEP;0
SALPA00041;SPA0045;SPA_RS00225;SPA0045;5779;SALPA;0
SALPC00043;SPC_0046;SPC_RS00215;SPC_0046;5779;SALPC;0
SALBC00042;SBG_0042;SBG_RS00215;SBG_0042;5779;SALBC;0
SALTY00044;yaaY;STM0044;yaaY;5779;SALTY;0
SALTI00046;STY0053;STY_RS00230;STY0053;5779;SALTI;0
SALTD00045;STM_MW00451;STMMW_RS00225;STM_MW00451;5779;SALTD;0
SALTS00045;SL1344_0045;SL1344_RS00225;SL1344_0045;5779;SALTS;0
SALT100053;STM14_0053;STM14_RS00790;STM14_0053;5779;SALT1;0
SALT400046;STM474_0047;STM474_RS00225;STM474_0047;5779;SALT4;0
SALCH00038;SC0038;SCH_RS00215;SC0038;5779;SALCH;0
SALG200045;SG0047A;SG_RS00225;SG0047A;5779;SALG2;0
SALPK00045;SSPA0041;SSPA_RS00225;SSPA0041;5779;SALPK;0
SALEP03091;rpsO;SEN_RS16210;SEN3118;5509;SALEP;0
SALPA02929;rpsO;SPA_RS15975;SPA3151;5509;SALPA;0
SALPB03943;rpsO;SPAB_RS16635;SPAB_04095;5509;SALPB;0
SALPC03208;rpsO;SPC_RS16650;SPC_3354;5509;SALPC;0
SALBC02862;rpsO;SBG_RS15075;SBG_2913;5509;SALBC;0
SALTY03169;rpsO;STM3283;rpsO;5509;SALTY;0
SALTI03149;rpsO;STY_RS16380;STY3464;5509;SALTI;0
SALTD03259;rpsO;STMMW_RS16985;STM_MW32831;5509;SALTD;0
SALTS03238;rpsO;SL1344_RS16955;SL1344_3256;5509;SALTS;0
SALT103826;rpsO;STM14_RS17460;STM14_3966;5509;SALT1;0
SALT403312;rpsO;STM474_RS16955;STM474_3441;5509;SALT4;0
SALCH03184;pnp;SCH_RS16775;SC3223;273;SALCH;0
SALCH03185;rpsO;SCH_RS16780;SC3224;5509;SALCH;0
SALG203048;rpsO;SG_RS15975;SG3174;5509;SALG2;0
SALPK03065;rpsO;SSPA_RS15950;SSPA2941;5509;SALPK;0
SALEP00351;iprA;SEN_RS01830;SEN0357;3615;SALEP;0
SALPA02185;iprA;SPA_RS11815;SPA2349;3615;SALPA;0
SALPB03105;iprA;SPAB_RS13155;SPAB_03220;3615;SALPB;0
SALPC00370;iprA;SPC_RS01905;SPC_0384;3615;SALPC;0
SALBC00330;iprA;SBG_RS01720;SBG_0330;3615;SALBC;0
SALTY00363;yaiV;STM0374;yaiV;3615;SALTY;0
SALTI00368;iprA;STY_RS01880;STY0406;3615;SALTI;0
SALTD00435;iprA;STMMW_RS02215;STM_MW04441;3615;SALTD;0
SALTS00366;iprA;SL1344_RS01915;SL1344_0369;3615;SALTS;0
SALT100423;iprA;STM14_RS02485;STM14_0439;3615;SALT1;0
SALT400370;iprA;STM474_RS01915;STM474_0389;3615;SALT4;0
SALCH00413;iprA;SCH_RS02240;SC0415;3615;SALCH;0
SALG200372;iprA;SG_RS01930;SG0386;3615;SALG2;0
SALPK02281;iprA;SSPA_RS11790;SSPA2191;3615;SALPK;0
SALEP00067;caiE;SEN_RS00350;SEN0069;3782;SALEP;0
SALPA00065;caiE;SPA_RS00345;SPA0070;3782;SALPA;0
SALPB00084;caiE;SPAB_RS00340;SPAB_00085;3782;SALPB;0
SALPC00069;caiE;SPC_RS00335;SPC_0074;3782;SALPC;0
SALBC00055;caiE;SBG_RS00280;SBG_0054;3782;SALBC;0
SALTY00068;caiE;STM0069;caiE;3782;SALTY;0
SALTI00069;caiE;STY_RS00355;STY0079;3782;SALTI;0
SALCH00062;caiE;SCH_RS00335;SC0063;3782;SALCH;0
SALG200067;caiE;SG_RS00345;SG0072;3782;SALG2;0
SALPK00069;caiE;SSPA_RS00345;SSPA0066;3782;SALPK;0
SALDC00020;SeD_A0021;SED_RS00550;SeD_A0021;3272;SALDC;0
SALEP00020;SEN0019;SEN_RS00100;SEN0019;3272;SALEP;0
SALPA00018;SPA0020;SPA_RS00100;SPA0020;3272;SALPA;0
SALPB00025;SPAB_00025;SPAB_RS00105;SPAB_00025;3272;SALPB;0
SALPC00022;SPC_0022;SPC_RS00100;SPC_0022;3272;SALPC;0
SALTY00020;STM0020;STM0020;STM0020;3272;SALTY;0
SALNS00021;SNSL254_A0022;SNSL254_RS01120;SNSL254_A0022;3272;SALNS;0
SALTI00021;STY0021;STY_RS00100;STY0021;3272;SALTI;0
SALTD00020;STM_MW00191;STMMW_RS00100;STM_MW00191;3272;SALTD;0
SALTS00020;SL1344_0020;SL1344_RS00100;SL1344_0020;3272;SALTS;0
SALT100025;STM14_0025;STM14_RS00665;STM14_0025;3272;SALT1;0
SALT400021;STM474_0021;STM474_RS00100;STM474_0021;3272;SALT4;0
SALCH00019;SC0019;SCH_RS00100;SC0019;3272;SALCH;0
SALG200020;SG0022;SG_RS00100;SG0022;3272;SALG2;0
SALPK00020;SSPA0018;SSPA_RS00100;SSPA0018;3272;SALPK;0
SALPC04119;malK;SPC_RS21385;SPC_4291;1666;SALPC;0
SALCH04055;malK;SCH_RS21450;SC4109;1666;SALCH;0
SALG203916;malK;SG_RS20595;SG4073;1666;SALG2;0
SALDC03148;uxuA;SED_RS16855;SeD_A3480;1408;SALDC;0
SALEP02951;uxuA;SEN_RS15490;SEN2978;1408;SALEP;0
SALPB03768;uxuA;SPAB_RS15890;SPAB_03915;1408;SALPB;0
SALHS03141;uxuA;SEHA_RS16530;SeHA_C3381;1408;SALHS;0
SALPC03061;uxuA;SPC_RS15915;SPC_3203;1408;SALPC;0
SALTY03023;STM3135;STM3135;STM3135;1408;SALTY;0
SALNS03160;uxuA;SNSL254_RS17055;SNSL254_A3387;1408;SALNS;0
SALTI03007;uxuA;STY_RS15625;STY3306;1408;SALTI;0
SALTD03075;uxuA;STMMW_RS16040;STM_MW30951;1408;SALTD;0
SALTS03094;uxuA;SL1344_RS16215;SL1344_3109;1408;SALTS;0
SALT103657;uxuA;STM14_RS16745;STM14_3795;1408;SALT1;0
SALT403161;uxuA;STM474_RS16215;STM474_3285;1408;SALT4;0
SALCH03040;uxuA;SCH_RS16045;SC3076;1408;SALCH;0
SALG202908;uxuA;SG_RS15255;SG3029;1408;SALG2;0
SALEP02428;eutM;SEN_RS12735;SEN2445;5406;SALEP;0
SALPA00375;eutM;SPA_RS02005;SPA0403;5406;SALPA;0
SALPB00474;eutM;SPAB_RS01985;SPAB_00487;5406;SALPB;0
SALTY02375;eutM;STM2465;eutM;5406;SALTY;0
SALAR00399;eutM;SARI_RS01950;SARI_00419;5406;SALAR;0
SALTD02466;eutM;STMMW_RS12850;STM_MW24841;5406;SALTD;0
SALTS02417;eutM;SL1344_RS12655;SL1344_2428;5406;SALTS;0
SALT102910;eutM;STM14_RS13560;STM14_3023;5406;SALT1;0
SALT402465;eutM;STM474_RS12655;STM474_2568;5406;SALT4;0
SALCH02432;eutM;SCH_RS12890;SC2461;5406;SALCH;0
SALG202398;eutM;SG_RS12560;SG2496;5406;SALG2;0
SALPK00392;eutM;SSPA_RS02005;SSPA0377;5406;SALPK;0
SALEP02427;eutN;SEN_RS12730;SEN2444;5051;SALEP;0
SALPA00376;eutN;SPA_RS02010;SPA0404;5051;SALPA;0
SALPB00476;eutN;SPAB_RS01990;SPAB_00489;5051;SALPB;0
SALTY02374;eutN;STM2464;eutN;5051;SALTY;0
SALAR00400;eutN;SARI_RS01955;SARI_00420;5051;SALAR;0
SALTD02465;eutN;STMMW_RS12845;STM_MW24831;5051;SALTD;0
SALTS02416;eutN;SL1344_RS12650;SL1344_2427;5051;SALTS;0
SALT102909;eutN;STM14_RS13555;STM14_3022;5051;SALT1;0
SALT402464;eutN;STM474_RS12650;STM474_2567;5051;SALT4;0
SALCH02431;eutN;SCH_RS12885;SC2460;5051;SALCH;0
SALG202397;eutN;SG_RS12555;SG2495;5051;SALG2;0
SALG203948;SG4106;SG_RS20760;SG4106;5413;SALG2;0
SALPK00393;eutN;SSPA_RS02010;SSPA0378;5051;SALPK;0
SALEP02032;pduN;SEN_RS10660;SEN2047;5527;SALEP;0
SALPA00765;pduN;SPA_RS04110;SPA0822;5527;SALPA;0
SALPB01019;pduN;SPAB_RS04400;SPAB_01055;5527;SALPB;0
SALPC01594;pduN;SPC_RS08310;SPC_1665;5527;SALPC;0
SALTY01975;pduN;STM2049;pduN;5527;SALTY;0
SALAR00797;SARI_00838;SARI_RS03945;SARI_00838;5527;SALAR;0
SALTD02063;pduN;STMMW_RS10735;STM_MW20791;5527;SALTD;0
SALTS02013;pduN;SL1344_RS10545;SL1344_2025;5527;SALTS;0
SALT102443;pduN;STM14_RS11450;STM14_2538;5527;SALT1;0
SALT402048;pduN;STM474_RS10545;STM474_2134;5527;SALT4;0
SALCH02033;pduN;SCH_RS10785;SC2057;5527;SALCH;0
SALG202005;pduN;SG_RS10500;SG2077;5527;SALG2;0
SALPK00794;pduN;SSPA_RS04080;SSPA0769;5527;SALPK;0
SALEP02979;SEN3006;SEN_RS15630;SEN3006;2319;SALEP;0
SALEP01815;lolE;SEN_RS09515;SEN1830;1314;SALEP;0
SALPA02818;SPA3031;SPA_RS15380;SPA3031;2319;SALPA;0
SALPA01511;lolE;SPA_RS08180;SPA1631;1314;SALPA;0
SALPB03800;SPAB_03947;SPAB_RS16030;SPAB_03947;2319;SALPB;0
SALPB02212;lolE;SPAB_RS09350;SPAB_02299;1314;SALPB;0
SALPC03090;SPC_3234;SPC_RS16065;SPC_3234;2319;SALPC;0
SALPC02409;lolE;SPC_RS12585;SPC_2526;1314;SALPC;0
SALBC02708;SBG_2760;SBG_RS14270;SBG_2760;2319;SALBC;0
SALBC01054;lolE;SBG_RS05510;SBG_1057;1314;SALBC;0
SALTY03051;yqhC;STM3163;yqhC;2319;SALTY;0
SALTY01171;ycfW;STM1219;ycfW;1314;SALTY;0
SALAR04272;SARI_04462;SARI_RS20890;SARI_04462;2319;SALAR;0
SALAR01697;lolE;SARI_RS08240;SARI_01772;1314;SALAR;0
SALTD03103;STM_MW31231;STMMW_RS16180;STM_MW31231;2319;SALTD;0
SALTD01218;lolE;STMMW_RS06305;STM_MW12281;1314;SALTD;0
SALTS03122;SL1344_3137;SL1344_RS16355;SL1344_3137;2319;SALTS;0
SALTS01147;lolE;SL1344_RS06015;SL1344_1156;1314;SALTS;0
SALT103691;STM14_3829;STM14_RS16885;STM14_3829;2319;SALT1;0
SALT101346;lolE;STM14_RS06600;STM14_1394;1314;SALT1;0
SALT403190;STM474_3314;STM474_RS16355;STM474_3314;2319;SALT4;0
SALT401167;lolE;STM474_RS06015;STM474_1216;1314;SALT4;0
SALCH03070;SC3107;SCH_RS16195;SC3107;2319;SALCH;0
SALCH01151;lolE;SCH_RS06245;SC1169;1314;SALCH;0
SALG202936;SG3060;SG_RS15395;SG3060;2319;SALG2;0
SALG201839;lolE;SG_RS09630;SG1902;1314;SALG2;0
SALPK02949;SSPA2828;SSPA_RS15355;SSPA2828;2319;SALPK;0
SALPK01580;lolE;SSPA_RS08155;SSPA1516;1314;SALPK;0
SALEP00232;lpxB;SEN_RS01185;SEN0236;1558;SALEP;0
SALPA00226;lpxB;SPA_RS01185;SPA0236;1558;SALPA;0
SALPB00290;lpxB;SPAB_RS01185;SPAB_00293;1558;SALPB;0
SALPC00237;lpxB;SPC_RS01165;SPC_0245;1558;SALPC;0
