uniprotAC;name;locus;groupID;strain
B5F7W9;ftsZ;SeAg_B0150;1789;Salmonella_enterica_serovar_Agona_SL483
B5F7X1;secA;SeAg_B0153;2356;Salmonella_enterica_serovar_Agona_SL483
B5F7Z0;pdhR;SeAg_B0173;848;Salmonella_enterica_serovar_Agona_SL483
B5F808;SeAg_B0191;SeAg_B0191;1204;Salmonella_enterica_serovar_Agona_SL483
B5F835;pcnB;SeAg_B0218;2476;Salmonella_enterica_serovar_Agona_SL483
B5F837;dksA;SeAg_B0220;1931;Salmonella_enterica_serovar_Agona_SL483
B5F838;sfsA;SeAg_B0221;2559;Salmonella_enterica_serovar_Agona_SL483
B5F853;topB;SeAg_B1877;2038;Salmonella_enterica_serovar_Agona_SL483
B5F855;SeAg_B1879;SeAg_B1879;3481;Salmonella_enterica_serovar_Agona_SL483
B5F861;gapA;SeAg_B1885;161;Salmonella_enterica_serovar_Agona_SL483
B5F886;SeAg_B1913;SeAg_B1913;1615;Salmonella_enterica_serovar_Agona_SL483
B5F890;SeAg_B1917;SeAg_B1917;965;Salmonella_enterica_serovar_Agona_SL483
B5F8B6;SeAg_B1947;SeAg_B1947;912;Salmonella_enterica_serovar_Agona_SL483
B5F8D4;lolE;SeAg_B1965;190;Salmonella_enterica_serovar_Agona_SL483
B5F8E4;SeAg_B1975;SeAg_B1975;2480;Salmonella_enterica_serovar_Agona_SL483
B5F8E7;rplV;SeAg_B3631;3935;Salmonella_enterica_serovar_Agona_SL483
B5F8E8;rpsS;SeAg_B3632;3017;Salmonella_enterica_serovar_Agona_SL483
B5F8E9;rplB;SeAg_B3633;246;Salmonella_enterica_serovar_Agona_SL483
B5F8F0;rplW;SeAg_B3634;1460;Salmonella_enterica_serovar_Agona_SL483
B5F8F1;rplD;SeAg_B3635;565;Salmonella_enterica_serovar_Agona_SL483
B5F8F2;rplC;SeAg_B3636;3858;Salmonella_enterica_serovar_Agona_SL483
B5F8F8;fusA;SeAg_B3643;1995;Salmonella_enterica_serovar_Agona_SL483
B5F8F9;rpsG;SeAg_B3644;1032;Salmonella_enterica_serovar_Agona_SL483
B5F8G1;dsrH;SeAg_B3646;4413;Salmonella_enterica_serovar_Agona_SL483
B5F8G3;tusD;SeAg_B3648;2197;Salmonella_enterica_serovar_Agona_SL483
B5F8G7;slyD;SeAg_B3652;3489;Salmonella_enterica_serovar_Agona_SL483
B5F8H8;crp;SeAg_B3663;2484;Salmonella_enterica_serovar_Agona_SL483
B5F8I2;fic;SeAg_B3667;3426;Salmonella_enterica_serovar_Agona_SL483
B5F8I3;SeAg_B3668;SeAg_B3668;1351;Salmonella_enterica_serovar_Agona_SL483
B5F8J6;gph;SeAg_B3681;1323;Salmonella_enterica_serovar_Agona_SL483
B5F8J9;SeAg_B3684;SeAg_B3684;2025;Salmonella_enterica_serovar_Agona_SL483
B5F8L1;hslR;SeAg_B3696;581;Salmonella_enterica_serovar_Agona_SL483
B5F8L8;ompR;SeAg_B3703;3552;Salmonella_enterica_serovar_Agona_SL483
B5F8M3;SeAg_B3708;SeAg_B3708;2437;Salmonella_enterica_serovar_Agona_SL483
B5F8N2;malT;SeAg_B3717;1035;Salmonella_enterica_serovar_Agona_SL483
B5F8N9;SeAg_B3724;SeAg_B3724;2287;Salmonella_enterica_serovar_Agona_SL483
B5F8Q2;glgC;SeAg_B3737;1990;Salmonella_enterica_serovar_Agona_SL483
B5F8R0;SeAg_B0234;SeAg_B0234;162;Salmonella_enterica_serovar_Agona_SL483
B5F8R2;SeAg_B0236;SeAg_B0236;112;Salmonella_enterica_serovar_Agona_SL483
B5F8S0;SeAg_B0245;SeAg_B0245;2972;Salmonella_enterica_serovar_Agona_SL483
B5F8S3;degP;SeAg_B0248;1158;Salmonella_enterica_serovar_Agona_SL483
B5F8S8;glnD;SeAg_B0253;3020;Salmonella_enterica_serovar_Agona_SL483
B5F8T0;rpsB;SeAg_B0256;2913;Salmonella_enterica_serovar_Agona_SL483
B5F8T3;frr;SeAg_B0259;424;Salmonella_enterica_serovar_Agona_SL483
B5F8T8;yaeT;SeAg_B0265;3457;Salmonella_enterica_serovar_Agona_SL483
B5F8U5;dnaE;SeAg_B0272;587;Salmonella_enterica_serovar_Agona_SL483
B5F8V0;tilS;SeAg_B0277;1379;Salmonella_enterica_serovar_Agona_SL483
B5F8V1;rof;SeAg_B0278;701;Salmonella_enterica_serovar_Agona_SL483
B5F8V6;proS;SeAg_B0283;357;Salmonella_enterica_serovar_Agona_SL483
B5F8X3;dnaQ;SeAg_B0308;3713;Salmonella_enterica_serovar_Agona_SL483
B5F8Z9;SeAg_B1978;SeAg_B1978;67;Salmonella_enterica_serovar_Agona_SL483
B5F900;SeAg_B1979;SeAg_B1979;1594;Salmonella_enterica_serovar_Agona_SL483
B5F917;SeAg_B1996;SeAg_B1996;1394;Salmonella_enterica_serovar_Agona_SL483
B5F921;SeAg_B2001;SeAg_B2001;1316;Salmonella_enterica_serovar_Agona_SL483
B5F922;rne;SeAg_B2003;2307;Salmonella_enterica_serovar_Agona_SL483
B5F923;flgL;SeAg_B2004;292;Salmonella_enterica_serovar_Agona_SL483
B5F924;flgK;SeAg_B2005;456;Salmonella_enterica_serovar_Agona_SL483
B5F925;flgJ;SeAg_B2006;2165;Salmonella_enterica_serovar_Agona_SL483
B5F926;flgI;SeAg_B2007;2472;Salmonella_enterica_serovar_Agona_SL483
B5F927;flgH;SeAg_B2008;224;Salmonella_enterica_serovar_Agona_SL483
B5F928;flgG;SeAg_B2009;2249;Salmonella_enterica_serovar_Agona_SL483
B5F929;flgF;SeAg_B2010;644;Salmonella_enterica_serovar_Agona_SL483
B5F930;flgE;SeAg_B2011;1912;Salmonella_enterica_serovar_Agona_SL483
B5F931;flgD;SeAg_B2012;2525;Salmonella_enterica_serovar_Agona_SL483
B5F932;flgC;SeAg_B2013;1694;Salmonella_enterica_serovar_Agona_SL483
B5F934;flgA;SeAg_B2015;1803;Salmonella_enterica_serovar_Agona_SL483
B5F940;SeAg_B2021;SeAg_B2021;2578;Salmonella_enterica_serovar_Agona_SL483
B5F946;bssS;SeAg_B2027;732;Salmonella_enterica_serovar_Agona_SL483
B5F957;SeAg_B2038;SeAg_B2038;3689;Salmonella_enterica_serovar_Agona_SL483
B5F972;SeAg_B2053;SeAg_B2053;2848;Salmonella_enterica_serovar_Agona_SL483
B5F981;SeAg_B2066;SeAg_B2066;3391;Salmonella_enterica_serovar_Agona_SL483
B5F982;SeAg_B2068;SeAg_B2068;1486;Salmonella_enterica_serovar_Agona_SL483
B5F9B4;SeAg_B3754;SeAg_B3754;3386;Salmonella_enterica_serovar_Agona_SL483
B5F9E0;SeAg_B3780;SeAg_B3780;1725;Salmonella_enterica_serovar_Agona_SL483
B5F9E6;nikR;SeAg_B3786;2652;Salmonella_enterica_serovar_Agona_SL483
B5F9F1;SeAg_B3791;SeAg_B3791;3114;Salmonella_enterica_serovar_Agona_SL483
B5F9F4;uspA;SeAg_B3794;972;Salmonella_enterica_serovar_Agona_SL483
B5F9F6;SeAg_B3796;SeAg_B3796;4197;Salmonella_enterica_serovar_Agona_SL483
B5F9F7;SeAg_B3797;SeAg_B3797;530;Salmonella_enterica_serovar_Agona_SL483
B5F9G8;SeAg_B3808;SeAg_B3808;1949;Salmonella_enterica_serovar_Agona_SL483
Q57RP2;fur;SC0713;552;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57QI2;flgD;SC1123;2525;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57QI1;flgE;SC1124;1912;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57N28;fliI;SC1977;703;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57N85;flhA;SC1920;2018;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57KM8;invA;SC2828;2018;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57N29;fliH;SC1976;3533;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57MU4;pduS;SC2061;1270;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57PU2;ydiV;SC1363;1152;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57NW5;ydiV;SC1690;1152;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57QV8;sodC;SC0997;2153;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57N75;motA;SC1930;4140;Salmonella_enterica_serovar_Choleraesuis_SC-B67
P06176;fliC;SC1962;1976;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57P83;ompD;SC1572;4094;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57N31;fliF;SC1974;1571;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57PN6;sseB;SC1419;879;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57PN7;sseA;SC1418;2557;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57SL1;mtrC;SC0394;3813;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57N78;cheW;SC1927;3859;Salmonella_enterica_serovar_Choleraesuis_SC-B67
H9L4V0;flgM;SC1119;3697;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57PL9;ssaN;SC1436;2569;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57PL6;ssaQ;SC1439;73;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57PM3;ssaK;SC1432;2274;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57PN5;SC1420;SC1420;1420;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57PN1;SC1424;SC1424;3034;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57KP0;sipC;SC2816;10;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57G13;arcA;SC4443;2438;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57G23;creB;SC4433;483;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57G32;radA;SC4424;691;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57G43;yjjW;SC4413;358;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57G47;osmY;SC4409;127;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57G50;rimI;SC4406;949;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57G53;yhcK;SC4403;260;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57G54;fhuF;SC4402;1758;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57G60;dnaT;SC4396;4291;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57G61;dnaC;SC4395;698;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57G71;tsr;SC4385;1740;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57G74;yjiA;SC4382;567;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57GD1;yjgD;SC4325;2816;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57GF2;relB;SC4304;1934;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57GI5;fklB;SC4271;2430;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57GI6;ytfB;SC4270;2762;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57GI9;rpsR;SC4267;2540;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57GJ0;priB;SC4266;28;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57GK1;yjfQ;SC4255;1700;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57GL2;vacB;SC4244;3992;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57GL6;hflC;SC4240;546;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57GL7;hflK;SC4239;1497;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57GL9;hfq;SC4237;1130;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57GM0;miaA;SC4236;1861;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57GM1;mutL;SC4235;1579;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57GM3;yjeE;SC4233;1711;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57GN1;yjeO;SC4225;4339;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57GP3;efp;SC4213;2151;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57GP4;yjeK;SC4212;2668;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57GP5;yjeJ;SC4211;482;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57GP7;groEL;SC4209;1880;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57GP8;groES;SC4208;1967;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57GP9;yjeH;SC4207;289;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57GS4;dcuS;SC4182;4162;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57GS5;dcuR;SC4181;4086;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57GT0;melR;SC4176;1492;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57GT4;yjdB;SC4172;261;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57GW2;soxS;SC4144;451;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57GW4;yjcB;SC4142;3545;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57GX2;ssb;SC4134;1835;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57GY1;dnaB;SC4125;1004;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57GZ0;lexA;SC4116;2732;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57H42;aceK;SC4064;3882;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57H55;hupA;SC4051;2117;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57H60;rsd;SC4046;75;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57H70;rplL;SC4036;4142;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57H73;rplK;SC4033;1487;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57H74;nusG;SC4032;913;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57H75;secE;SC4031;3041;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57H86;murI;SC4020;3663;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57H89;yijD;SC4017;1891;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57H99;yijO;SC4007;2208;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57HA0;frwD;SC4006;1514;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57HA2;frwB;SC4004;3847;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57HA5;talC;SC4001;2973;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57HC1;rpmE;SC3985;212;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57HC3;cytR;SC3983;2465;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57HC4;ftsN;SC3982;2083;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57HC6;hslU;SC3980;344;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57HC8;menG;SC3978;3581;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57HD6;tpiA;SC3970;3070;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57HD9;yneB;SC3967;1405;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57HF7;cpxA;SC3949;2576;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57HK8;glnL;SC3898;2959;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57HK9;glnG;SC3897;474;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57HL9;mobA;SC3887;744;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57HM0;mobB;SC3886;2020;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57HN3;tatC;SC3873;3136;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57HN4;tatB;SC3872;993;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57HP3;metR;SC3863;3412;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57HP5;yigL;SC3861;3702;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57HQ6;uvrD;SC3850;1959;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57HQ9;yigA;SC3847;472;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57HR1;yifL;SC3845;2146;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57HR5;cyaY;SC3841;3161;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57HR6;cyaA;SC3840;331;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57HT4;rho;SC3822;3677;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57HT6;rhlB;SC3820;2546;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57HT8;rep;SC3818;2749;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57HU3;ilvY;SC3813;820;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57HU9;ilvM;SC3807;1471;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57HV1;yifE;SC3805;186;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57HV2;yifA;SC3804;3093;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57HW4;yieN;SC3792;3012;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57HW9;gidA;SC3787;2634;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57HX0;gidB;SC3786;1385;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57HZ7;yidC;SC3759;3987;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57I00;dnaA;SC3756;195;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57I01;dnaN;SC3755;3473;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57I02;recF;SC3754;2387;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57I03;gyrB;SC3753;962;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57I14;torR;SC3742;60;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57I21;SC2253;SC2253,SC3735;2326;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57I24;ibpA;SC3732;2160;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57I46;uhpA;SC3710;2700;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57I62;SC3694;SC3694;2804;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57I74;slsA;SC3682;957;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57IA1;slmA;SC3655;2235;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57IA5;rpmB;SC3651;790;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57IA6;rpmG;SC3650;1183;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57IA7;mutM;SC3649;324;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57IC5;tdh;SC3631;869;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57ID2;secB;SC3624;2367;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57ID3;gpsA;SC3623;2784;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57IE5;mtlR;SC3611;3152;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57IF2;aldB;SC3604;3777;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57IG5;glyQ;SC3591;2057;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57IH5;cspA;SC3581;2070;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57IH7;yiaF;SC3579;155;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57II1;yiaC;SC3575;1585;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57II5;lpfA;SC3571;2271;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57II9;yhjW;SC3567;261;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57IM0;yurK;SC3536;1949;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57IN3;opdA;SC3523;530;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57IN4;yhiQ;SC3522;4197;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57IN6;uspA;SC3520;972;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57IP3;nikR;SC3513;2652;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57IP9;yhhP;SC3507;1725;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57IS5;yhhA;SC3481;3386;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57IU0;glgC;SC3466;1990;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57IV2;glpR;SC3454;2287;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57IV9;malT;SC3447;1035;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57IX2;ompR;SC3434;3552;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57IX7;yrfH;SC3429;581;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57IY9;damX;SC3417;2025;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57IZ2;gph;SC3414;1323;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57J02;fic;SC3404;3426;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57J06;crp;SC3400;2484;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57J17;slyD;SC3389;3489;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57J21;yheN;SC3385;2197;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57J23;yheL;SC3383;4413;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57J25;rpsG;SC3381;1032;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57J26;fusA;SC3380;1995;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57J32;rplC;SC3374;3858;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57J33;rplD;SC3373;565;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57J34;rplW;SC3372;1460;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57J35;rplB;SC3371;246;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57J36;rpsS;SC3370;3017;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57J38;rpsC;SC3368;3754;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57J39;rplP;SC3367;2582;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57J40;rpmC;SC3366;1171;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57J41;rpsQ;SC3365;1961;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57J42;rplN;SC3364;3429;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57J44;rplE;SC3362;440;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57J45;rpsN;SC3361;1046;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57J46;rpsH;SC3360;3598;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57J47;rplF;SC3359;454;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57J48;rplR;SC3358;179;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57J49;rpsE;SC3357;842;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57J50;rpmD;SC3356;3404;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57J52;secY;SC3354;3888;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57J55;rpsD;SC3351;832;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57J56;rpoA;SC3350;1508;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57J59;zntR;SC3347;966;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57J66;smg;SC3340;2877;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57J67;yrdD;SC3339;53;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57J80;envR;SC3326;64;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57J82;yhdJ;SC3324;2370;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57J83;fis;SC3323;1300;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57J85;prmA;SC3321;1473;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57J94;mreB;SC3312;624;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57J95;mreC;SC3311;1246;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57J98;cafA;SC3308;239;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57JA5;yhcO;SC3301;2313;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57JC3;rplM;SC3283;1103;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57JC4;rpsI;SC3282;713;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57JD7;gltD;SC3269;2079;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57JE0;arcB;SC3266;2803;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57JE1;yhbL;SC3265;131;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57JE2;mtgA;SC3264;3795;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57JE6;ptsN;SC3260;2691;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57JF0;yhbN;SC3256;2253;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57JF3;yrbH;SC3253;1782;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57JF9;yrbB;SC3247;2549;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57JG5;rpmA;SC3241;27;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57JG7;obgE;SC3239;381;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57JH4;secG;SC3232;952;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57JH7;yhbC;SC3229;1397;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57JH8;nusA;SC3228;2754;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57JI9;yhbW;SC3217;1369;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57JJ8;yraP;SC3208;622;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57JM4;yhaK;SC3182;3148;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57JN2;yqjB;SC3174;2241;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57JN6;ygjR;SC3170;3259;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57JP0;fadH;SC3166;2940;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57JP6;yqjH;SC3160;537;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57JP8;rpoD;SC3158;3123;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57JP9;dnaG;SC3157;2045;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57JQ0;rpsU;SC3156;2521;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57JQ1;gcp;SC3155;532;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57JQ8;glnE;SC3148;2219;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57JT1;parE;SC3125;3208;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57JU9;yqhC;SC3107;400;Salmonella_enterica_serovar_Choleraesuis_SC-B67
Q57JV5;exbB;SC3101;1712;Salmonella_enterica_serovar_Choleraesuis_SC-B67
