Entry	Gene names  (ordered locus )	Gene names  (primary )	Organism	Organism ID
E1WFG5				
E1WFH8				
E1WFI2				
E1WFK0				
E1WFK1				
E1WFK2				
E1WFK6				
E1WFL2				
E1WFL3				
E1WFL5				
E1WFM0				
E1WFM1				
E1WFM9				
E1WFN1				
E1WFN5				
E1WFN6				
E1WFP0				
E1WFU4				
E1WFV1				
E1WFW9				
E1WFX4				
E1WFX8				
E1WFZ1				
E1WFZ3				
E1WFZ8				
E1WG04				
E1WG13				
E1WG15				
E1WG17				
E1WG26				
E1WG28				
E1WG46				
E1WG50				
E1WG51				
E1WG52				
E1WG66				
E1WG79				
E1WG82				
E1WG83				
E1WG88				
E1WGB6				
E1WGC0				
E1WGC6				
E1WGD4				
E1WGD5				
E1WGE0				
E1WGF3				
E1WGF7				
E1WGF9				
E1WGG0				
E1WGG2				
E1WGG5				
E1WGG6				
E1WGG7				
E1WGH1				
E1WGI4				
E1WGJ1				
E1WGJ2				
E1WGJ7				
E1WGJ8				
E1WGK0				
E1WGK4				
E1WGK6				
E1WGK9				
E1WGL0				
E1WGL1				
E1WGL2				
E1WGL3				
E1WGL7				
E1WGL8				
E1WGL9				
E1WGM0				
E1WGM6				
E1WGM8				
E1WGN1	SL1344_1924	cspJ	Salmonella typhimurium (strain SL1344)	216597
E1WGN3				
E1WGN7				
E1WGR8				
E1WGT5				
E1WGY2				
E1WGZ4				
E1WH03				
E1WH13				
E1WH31				
E1WH50				
E1WH60				
E1WH73				
E1WH81				
E1WH88				
E1WH94	SL1344_2138	mlrA	Salmonella typhimurium (strain SL1344)	216597
E1WHA2				
E1WHC0				
E1WHC4				
E1WHD3				
E1WHE5				
E1WHG5				
E1WHH0				
E1WHI1				
E1WHI2				
E1WHI4				
E1WHI7				
E1WHJ9				
E1WHK0				
E1WHL0				
E1WHM6				
E1WHM9				
E1WHN8				
E1WHN9				
E1WHP0				
E1WHP1				
E1WHP7				
E1WHT1				
E1WHT2				
E1WHT3				
E1WHU7				
E1WHV1				
E1WHW9				
E1WHY8				
E1WHZ5				
E1WHZ6				
E1WHZ7				
E1WHZ8				
E1WI00				
E1WI05				
E1WI09				
E1WI13				
E1WI18				
E1WI21				
E1WI51				
E1WI60				
E1WI71				
E1WI72				
E1WI75				
E1WI84				
E1WI86				
E1WI87				
E1WI92				
E1WIA1				
E1WIA5				
E1WIA9				
E1WIB0				
E1WIB1				
E1WIB4				
E1WIC7				
E1WIC8				
E1WIE6				
E1WIF3				
E1WIF6				
E1WIF7				
E1WIG6				
E1WIG8				
E1WIG9				
E1WIH2				
E1WII0				
E1WII1				
E1WII9				
E1WIJ1				
E1WIJ2				
E1WIJ3				
E1WIJ7				
E1WIJ8				
E1WIJ9				
E1WIK0				
E1WIK1				
E1WIK2				
E1WIK3				
E1WIK4				
E1WIK5				
E1WIK7				
E1WIK8				
E1WIK9				
E1WIL0				
E1WIL1				
E1WIL2				
E1WIL3				
E1WIL4				
E1WIL5				
E1WIL6				
E1WIL7				
E1WIM3				
E1WIM4				
E1WIM6				
E1WIM8				
E1WIN2				
E1WIP3				
E1WIP7				
E1WIP8				
E1WIQ9				
E1WIR2				
E1WIS4				
E1WIS9				
E1WIT4				
E1WIU2				
E1WIU3				
E1WIU4				
E1WIW2				
E1WIX7				
E1WIZ6				
E1WIZ7				
E1WJ00				
E1WJ01				
E1WJ14				
E1WJ17				
E1WJ18				
E1WJ51				
E1WJ55				
E1WJ63				
E1WJB4				
E1WJB6				
E1WJB7				
E1WJB8				
E1WJC1				
E1WJC9				
E1WJD4				
E1WJD8				
E1WJG2				
E1WJG4				
E1WJG6				
E1WJH1				
E1WJI9				
E1WJM5				
E1WAD5				
E1WAD0				
E1WAE1				
E1W7C2				
E1WFQ9				
E1WAC3				
E1WFS0				
E1WFR6				
E1WJ11				
E1WFR2				
B5EXW1	SeAg_B2261	baeR	Salmonella agona (strain SL483)	454166
B5F1C1	SeAg_B2699	iscR	Salmonella agona (strain SL483)	454166
B5F5B3	SeAg_B1491	fnr	Salmonella agona (strain SL483)	454166
B5F7V4	SeAg_B0135	fruR	Salmonella agona (strain SL483)	454166
B5EWT0	SeAg_B0435	phoB	Salmonella agona (strain SL483)	454166
B5F1I7	SeAg_B4418		Salmonella agona (strain SL483)	454166
B5F7U4	SeAg_B0122	sgrR	Salmonella agona (strain SL483)	454166
B5F0P3	SeAg_B4305	cpxR	Salmonella agona (strain SL483)	454166
B5F4E2	SeAg_B1328	fadR	Salmonella agona (strain SL483)	454166
B5F4D0	SeAg_B4837		Salmonella agona (strain SL483)	454166
B5F1R0	SeAg_B4498		Salmonella agona (strain SL483)	454166
B5EWP7	SeAg_B0401	prpR	Salmonella agona (strain SL483)	454166
B5F7A7	SeAg_B1780		Salmonella agona (strain SL483)	454166
B5F557	SeAg_B1434		Salmonella agona (strain SL483)	454166
B5F6B0	SeAg_B3401		Salmonella agona (strain SL483)	454166
B5EZ19	SeAg_B4113		Salmonella agona (strain SL483)	454166
B5EXP2	SeAg_B0546	cueR	Salmonella agona (strain SL483)	454166
B5F057	SeAg_B0815		Salmonella agona (strain SL483)	454166
B5F0E7	SeAg_B2563		Salmonella agona (strain SL483)	454166
B5F589	SeAg_B1467		Salmonella agona (strain SL483)	454166
B5F615	SeAg_B1650	marR	Salmonella agona (strain SL483)	454166
B5F4V6	SeAg_B3160		Salmonella agona (strain SL483)	454166
B5EZB9	SeAg_B0729	nagC	Salmonella agona (strain SL483)	454166
B5F2T7	SeAg_B1170		Salmonella agona (strain SL483)	454166
B5F0Y3	SeAg_B0900		Salmonella agona (strain SL483)	454166
B5F6Q2	SeAg_B3433		Salmonella agona (strain SL483)	454166
B5F544	SeAg_B4910	rob	Salmonella agona (strain SL483)	454166
B5F165	SeAg_B0988	ihfB	Salmonella agona (strain SL483)	454166
B5EZL1	SeAg_B2469		Salmonella agona (strain SL483)	454166
B5F7K0	SeAg_B3531	nanR	Salmonella agona (strain SL483)	454166
B5EZ09	SeAg_B4103	asnC	Salmonella agona (strain SL483)	454166
B5F6F7	SeAg_B1684	mic	Salmonella agona (strain SL483)	454166
B5F8C2	SeAg_B1953		Salmonella agona (strain SL483)	454166
B5EZC9	SeAg_B0739		Salmonella agona (strain SL483)	454166
B5F0N0	SeAg_B4292	rhaR	Salmonella agona (strain SL483)	454166
B5F718	SeAg_B0045		Salmonella agona (strain SL483)	454166
B5F4S9	SeAg_B3127	gcvA	Salmonella agona (strain SL483)	454166
B5F3V0	SeAg_B2989		Salmonella agona (strain SL483)	454166
B5EXA7	SeAg_B3910		Salmonella agona (strain SL483)	454166
B5EYF0	SeAg_B0596		Salmonella agona (strain SL483)	454166
B5F363	SeAg_B2959	norR	Salmonella agona (strain SL483)	454166
B5F3Y0	SeAg_B3021		Salmonella agona (strain SL483)	454166
B5F6K3	SeAg_B1730	slyA	Salmonella agona (strain SL483)	454166
B5F468	SeAg_B4766		Salmonella agona (strain SL483)	454166
B5F0T1	SeAg_B4346	metJ	Salmonella agona (strain SL483)	454166
B5F967	SeAg_B2048	csgD	Salmonella agona (strain SL483)	454166
B5F393	SeAg_B4645	nsrR	Salmonella agona (strain SL483)	454166
B5F616	SeAg_B1651		Salmonella agona (strain SL483)	454166
B5F3U9	SeAg_B2988		Salmonella agona (strain SL483)	454166
B5EYH1	SeAg_B0619		Salmonella agona (strain SL483)	454166
B5F541	SeAg_B4907	trpR	Salmonella agona (strain SL483)	454166
B5F5U1	SeAg_B1572		Salmonella agona (strain SL483)	454166
B5F581	SeAg_B1459	pspF	Salmonella agona (strain SL483)	454166
B5F441	SeAg_B4739	treR	Salmonella agona (strain SL483)	454166
B5F670	SeAg_B3358		Salmonella agona (strain SL483)	454166
B5F7M0	SeAg_B3551	argR	Salmonella agona (strain SL483)	454166
B5F1J6	SeAg_B4434		Salmonella agona (strain SL483)	454166
B5F0Y8	SeAg_B0905		Salmonella agona (strain SL483)	454166
B5EX73	SeAg_B3876		Salmonella agona (strain SL483)	454166
B5F0M9	SeAg_B4291	rhaS	Salmonella agona (strain SL483)	454166
B5F0V0	SeAg_B4366	oxyR	Salmonella agona (strain SL483)	454166
B5F207	SeAg_B1083		Salmonella agona (strain SL483)	454166
B5F2I8	SeAg_B4576		Salmonella agona (strain SL483)	454166
B5F2G8	SeAg_B4554		Salmonella agona (strain SL483)	454166
B5EWN4	SeAg_B0388	cueR	Salmonella agona (strain SL483)	454166
B5F2E1	SeAg_B4525	soxR	Salmonella agona (strain SL483)	454166
B5F6H2	SeAg_B1699		Salmonella agona (strain SL483)	454166
B5F340	SeAg_B2930	mprA	Salmonella agona (strain SL483)	454166
B5F2I7	SeAg_B4575		Salmonella agona (strain SL483)	454166
B5F9A4	SeAg_B3743	gntR	Salmonella agona (strain SL483)	454166
B5EYH2	SeAg_B0620		Salmonella agona (strain SL483)	454166
B5F3V7	SeAg_B2997		Salmonella agona (strain SL483)	454166
Q57MM2	SCH_2133	baeR	Salmonella choleraesuis (strain SC-B67)	321314
Q57LG8	SCH_2538	iscR	Salmonella choleraesuis (strain SC-B67)	321314
Q57NZ9	SCH_1656	fnr	Salmonella choleraesuis (strain SC-B67)	321314
Q57TE0	SCH_0115	fruR	Salmonella choleraesuis (strain SC-B67)	321314
Q57SG7	SCH_0438	phoB	Salmonella choleraesuis (strain SC-B67)	321314
Q57NP4	SCH_1761	narL	Salmonella choleraesuis (strain SC-B67)	321314
Q57TF2	SCH_0103	sgrR	Salmonella choleraesuis (strain SC-B67)	321314
Q57HF6	SCH_3950	cpxR	Salmonella choleraesuis (strain SC-B67)	321314
Q57NK7	SCH_1798	fadR	Salmonella choleraesuis (strain SC-B67)	321314
Q57G94	SCH_4362	uxuR	Salmonella choleraesuis (strain SC-B67)	321314
Q57GY6	SCH_4120	zur	Salmonella choleraesuis (strain SC-B67)	321314
Q57SJ7	SCH_0408	prpR	Salmonella choleraesuis (strain SC-B67)	321314
Q57PP3	SCH_1412	ssrB	Salmonella choleraesuis (strain SC-B67)	321314
Q57NU5	SCH_1710	cysB	Salmonella choleraesuis (strain SC-B67)	321314
Q57JP5	SCH_3161	yqjI	Salmonella choleraesuis (strain SC-B67)	321314
Q57HV7	SCH_3799	rbsR	Salmonella choleraesuis (strain SC-B67)	321314
Q57S65	SCH_0540	cueR	Salmonella choleraesuis (strain SC-B67)	321314
Q57RH8	SCH_0777	modE	Salmonella choleraesuis (strain SC-B67)	321314
Q57LT9	SCH_2417	xapR	Salmonella choleraesuis (strain SC-B67)	321314
Q57NX9	SCH_1676	tyrR	Salmonella choleraesuis (strain SC-B67)	321314
Q57PB7	SCH_1538	marR	Salmonella choleraesuis (strain SC-B67)	321314
Q57KA6	SCH_2950	galR	Salmonella choleraesuis (strain SC-B67)	321314
Q57RQ2	SCH_0703	nagC	Salmonella choleraesuis (strain SC-B67)	321314
Q57N51	SCH_1954	sdiA	Salmonella choleraesuis (strain SC-B67)	321314
Q57R97	SCH_0858	deoR	Salmonella choleraesuis (strain SC-B67)	321314
Q57JL5	SCH_3191	tdcA	Salmonella choleraesuis (strain SC-B67)	321314
Q57G25	SCH_4431	rob	Salmonella choleraesuis (strain SC-B67)	321314
Q57M26	SCH_2330	lrhA	Salmonella choleraesuis (strain SC-B67)	321314
Q57JC8	SCH_3278	nanR	Salmonella choleraesuis (strain SC-B67)	321314
Q57HW7	SCH_3789	asnC	Salmonella choleraesuis (strain SC-B67)	321314
Q57PE9	SCH_1506	mlc	Salmonella choleraesuis (strain SC-B67)	321314
Q57QC3	SCH_1182	phoP	Salmonella choleraesuis (strain SC-B67)	321314
Q57RP3	SCH_0712	nacR	Salmonella choleraesuis (strain SC-B67)	321314
Q57HG7	SCH_3939	rhaR	Salmonella choleraesuis (strain SC-B67)	321314
Q57TM0	SCH_0035	nhaR	Salmonella choleraesuis (strain SC-B67)	321314
Q57KD4	SCH_2922	gcvA	Salmonella choleraesuis (strain SC-B67)	321314
Q57KQ7	SCH_2799	hilC	Salmonella choleraesuis (strain SC-B67)	321314
Q57ID9	SCH_3617	lldR	Salmonella choleraesuis (strain SC-B67)	321314
Q57S16	SCH_0589	fimY	Salmonella choleraesuis (strain SC-B67)	321314
Q57KT4	SCH_2772	norR	Salmonella choleraesuis (strain SC-B67)	321314
Q57KM5	SCH_2831	invF	Salmonella choleraesuis (strain SC-B67)	321314
P61090	SCH_1462	slyA	Salmonella choleraesuis (strain SC-B67)	321314
Q57GB9	SCH_4337	idnR	Salmonella choleraesuis (strain SC-B67)	321314
Q57HB6	SCH_3990	metJ	Salmonella choleraesuis (strain SC-B67)	321314
Q57QL5	SCH_1090	csgD	Salmonella choleraesuis (strain SC-B67)	321314
Q57GL3	SCH_4243	nsrR	Salmonella choleraesuis (strain SC-B67)	321314
Q57PB8	SCH_1537	marA	Salmonella choleraesuis (strain SC-B67)	321314
Q57KQ8	SCH_2798	sprB	Salmonella choleraesuis (strain SC-B67)	321314
Q57RZ4	SCH_0611		Salmonella choleraesuis (strain SC-B67)	321314
Q57G28	SCH_4428	trpR	Salmonella choleraesuis (strain SC-B67)	321314
Q57NX1	SCH_1684	pspF	Salmonella choleraesuis (strain SC-B67)	321314
Q57GE5	SCH_4311	treR	Salmonella choleraesuis (strain SC-B67)	321314
Q57JA8	SCH_3298	argR	Salmonella choleraesuis (strain SC-B67)	321314
Q57H40	SCH_4066	iclR	Salmonella choleraesuis (strain SC-B67)	321314
Q57R92	SCH_0863	ybjK	Salmonella choleraesuis (strain SC-B67)	321314
Q57IF9	SCH_3597	xylR	Salmonella choleraesuis (strain SC-B67)	321314
Q57HG8	SCH_3938	rhaS	Salmonella choleraesuis (strain SC-B67)	321314
Q57H92	SCH_4014	oxyR	Salmonella choleraesuis (strain SC-B67)	321314
Q57QN1	SCH_1074	putA	Salmonella choleraesuis (strain SC-B67)	321314
Q57GR5	SCH_4191	hilD	Salmonella choleraesuis (strain SC-B67)	321314
Q57GT5	SCH_4171	basR	Salmonella choleraesuis (strain SC-B67)	321314
Q57SL0	SCH_0395	hmrR	Salmonella choleraesuis (strain SC-B67)	321314
Q57H90	SCH_4016	fabR	Salmonella choleraesuis (strain SC-B67)	321314
Q57GW1	SCH_4145	soxR	Salmonella choleraesuis (strain SC-B67)	321314
Q57PG2	SCH_1493	rstA	Salmonella choleraesuis (strain SC-B67)	321314
Q57KV9	SCH_2747	emrR	Salmonella choleraesuis (strain SC-B67)	321314
Q57GR6	SCH_4190		Salmonella choleraesuis (strain SC-B67)	321314
Q57IT3	SCH_3473	gntR	Salmonella choleraesuis (strain SC-B67)	321314
Q57RZ3	SCH_0612	ramA	Salmonella choleraesuis (strain SC-B67)	321314
Q57KP9	SCH_2807	hilD	Salmonella choleraesuis (strain SC-B67)	321314
B5FMV0				
B5FR87	SeD_A2919	iscR	Salmonella dublin (strain CT_02021853)	439851
B5FUN4				
B5FI62				
B5FKQ2				
B5FQL9				
B5FI53				
B5FPQ9				
B5FTM9	SeD_A1513	fadR	Salmonella dublin (strain CT_02021853)	439851
B5FT60				
B5FQR5				
B5FIK7				
B5FU78				
B5FHU9				
B5FN56				
B5FLL0				
B5FP46				
B5FQB1				
B5FUL0				
B5FHN3				
B5FUC1				
B5FNB7				
B5FRY1				
B5FPD1				
B5FHX9				
B5FTE0				
B5FPH1				
B5FIR9				
B5FN46				
B5FHR5				
B5FK73				
B5FNC6				
B5FPP6	SeD_A4444	rhaR	Salmonella dublin (strain CT_02021853)	439851
B5FHD5				
B5FTY7				
B5FT18				
B5FLH1				
B5FLQ9				
B5FSZ0	SeD_A3148	norR	Salmonella dublin (strain CT_02021853)	439851
B5FTP7				
B5FIF9				
B5FSH3				
B5FSR9				
B5FPU9	SeD_A4500	metJ	Salmonella dublin (strain CT_02021853)	439851
B5FL23				
B5FRN4				
B5FHN4				
B5FT17				
B5FMI1				
B5FTD7	SeD_A4995	trpR	Salmonella dublin (strain CT_02021853)	439851
B5FHH4				
B5FUK2				
B5FSE8				
B5FV43				
B5FIT8	SeD_A3720	argR	Salmonella dublin (strain CT_02021853)	439851
B5FQM8				
B5FPD6				
B5FLD7				
B5FPP5	SeD_A4443	rhaS	Salmonella dublin (strain CT_02021853)	439851
B5FPX6				
B5FRP9				
B5FRI8				
B5FRG7				
B5FK03				
B5FQT9				
B5FID1				
B5FSW9				
B5FRI7				
B5FKG1				
B5FMI2				
B5FT26				
B5QVC4				
B5R0C4				
B5R5A3	SEN2524	iscR	Salmonella enteritidis PT4 (strain P125109)	550537
B5R4D2				
B5R2L4				
B5QTE6				
B5QYF9				
B5R1U6				
B5QWZ2				
B5R2W5	SEN1232	fadR	Salmonella enteritidis PT4 (strain P125109)	550537
B5R1N2				
B5QZ66				
B5R4W8				
B5QV66				
B5QZ50				
B5QVF3				
B5QU88				
B5QX50				
B5R3U7				
B5R4A9				
B5QUA6				
B5QWU3				
B5QWC6				
B5R107				
B5QXW8				
B5QZS3				
B5R3B8				
B5QZB6	SEN0886	ihfB	Salmonella enteritidis PT4 (strain P125109)	550537
B5R0L3	SEN3173	nanR	Salmonella enteritidis PT4 (strain P125109)	550537
B5QVE3				
B5QUD8				
B5QXA5				
B5QWD6				
B5QWY5	SEN3840	rhaR	Salmonella enteritidis PT4 (strain P125109)	550537
B5R0X5				
B5QWR6				
B5QVB6				
B5R5C6				
B5QUW3				
B5QV88	SEN2680	norR	Salmonella enteritidis PT4 (strain P125109)	550537
B5QVY9				
B5QV15				
B5R1K5				
B5QXM8	SEN3889	metJ	Salmonella enteritidis PT4 (strain P125109)	550537
B5QY23				
B5R0P4	SEN4133	nsrR	Salmonella enteritidis PT4 (strain P125109)	550537
B5QUA7				
B5QVB5				
B5QUY2				
B5R3B5	SEN4339	trpR	Salmonella enteritidis PT4 (strain P125109)	550537
B5QTL4				
B5R4A1				
B5R1I1				
B5QZ14				
B5R1A3	SEN3193	argR	Salmonella enteritidis PT4 (strain P125109)	550537
B5QYG8				
B5QXX3				
B5R4P9				
B5QWY4	SEN3839	rhaS	Salmonella enteritidis PT4 (strain P125109)	550537
B5QXQ6				
B5R060				
B5QZZ1				
B5QZX1				
B5R4V5				
B5QXQ8				
B5QZ90				
B5QUF1				
B5QUM3				
B5QZZ0				
B5R3A1				
B5QUY3				
B5RBX2	SG2164	baeR	Salmonella gallinarum (strain 287/91 / NCTC 13346)	550538
B5RD13	SG2579	iscR	Salmonella gallinarum (strain 287/91 / NCTC 13346)	550538
B5RA19	SG1457	fnr	Salmonella gallinarum (strain 287/91 / NCTC 13346)	550538
B5RH54	SG0119	fruR	Salmonella gallinarum (strain 287/91 / NCTC 13346)	550538
B5R6P9	SG0409	phoB	Salmonella gallinarum (strain 287/91 / NCTC 13346)	550538
B5RFI0	SG3432	hydG	Salmonella gallinarum (strain 287/91 / NCTC 13346)	550538
B5RGE0	SG0110	yabN	Salmonella gallinarum (strain 287/91 / NCTC 13346)	550538
B5RFB2	SG3362	cpxR	Salmonella gallinarum (strain 287/91 / NCTC 13346)	550538
B5R8Z6	SG1312	fadR	Salmonella gallinarum (strain 287/91 / NCTC 13346)	550538
B5R9P5	SG4336	uxuR	Salmonella gallinarum (strain 287/91 / NCTC 13346)	550538
B5R7U0	SG4084	zur	Salmonella gallinarum (strain 287/91 / NCTC 13346)	550538
B5R5V8	SG0379	prpR	Salmonella gallinarum (strain 287/91 / NCTC 13346)	550538
B5RAR6	SG1725	ssrB	Salmonella gallinarum (strain 287/91 / NCTC 13346)	550538
B5R6N7	SG1401	cysB	Salmonella gallinarum (strain 287/91 / NCTC 13346)	550538
B5REH2	SG3111	yqjI	Salmonella gallinarum (strain 287/91 / NCTC 13346)	550538
B5RFU2	SG3547	rbsR	Salmonella gallinarum (strain 287/91 / NCTC 13346)	550538
B5R623	SG0510	cueR	Salmonella gallinarum (strain 287/91 / NCTC 13346)	550538
B5R746	SG0757	modE	Salmonella gallinarum (strain 287/91 / NCTC 13346)	550538
B5RCP2	SG2451	xapR	Salmonella gallinarum (strain 287/91 / NCTC 13346)	550538
B5R9Z9	SG1433	tyrR	Salmonella gallinarum (strain 287/91 / NCTC 13346)	550538
B5RAE6	SG1599	marR	Salmonella gallinarum (strain 287/91 / NCTC 13346)	550538
B5RDY7	SG2920	galR	Salmonella gallinarum (strain 287/91 / NCTC 13346)	550538
B5R822	SG0679	nagC	Salmonella gallinarum (strain 287/91 / NCTC 13346)	550538
B5R893	SG1104	sdiA	Salmonella gallinarum (strain 287/91 / NCTC 13346)	550538
B5R851	SG0845	deoR	Salmonella gallinarum (strain 287/91 / NCTC 13346)	550538
B5REK1	SG3142	tdcA	Salmonella gallinarum (strain 287/91 / NCTC 13346)	550538
B5R9W4	SG4408	rob	Salmonella gallinarum (strain 287/91 / NCTC 13346)	550538
B5R8J9	SG0924	ihfB	Salmonella gallinarum (strain 287/91 / NCTC 13346)	550538
B5RET8	SG3230	nanR	Salmonella gallinarum (strain 287/91 / NCTC 13346)	550538
B5RFV2	SG3557	asnC	Salmonella gallinarum (strain 287/91 / NCTC 13346)	550538
B5RAH7	SG1632	mlc	Salmonella gallinarum (strain 287/91 / NCTC 13346)	550538
B5RB71	SG1890	phoP	Salmonella gallinarum (strain 287/91 / NCTC 13346)	550538
B5R657	SG0689		Salmonella gallinarum (strain 287/91 / NCTC 13346)	550538
B5RF37	SG0043	nhaR	Salmonella gallinarum (strain 287/91 / NCTC 13346)	550538
B5RDW0	SG2892	gcvA	Salmonella gallinarum (strain 287/91 / NCTC 13346)	550538
B5RDJ2	SG2770	hilC	Salmonella gallinarum (strain 287/91 / NCTC 13346)	550538
B5RGI5	SG3738	lctR	Salmonella gallinarum (strain 287/91 / NCTC 13346)	550538
B5R6Y3	SG0562	fimY	Salmonella gallinarum (strain 287/91 / NCTC 13346)	550538
B5RDG4	SG2742	norR	Salmonella gallinarum (strain 287/91 / NCTC 13346)	550538
B5RDM3	SG2801	invF	Salmonella gallinarum (strain 287/91 / NCTC 13346)	550538
B5RAL5	SG1674	slyA	Salmonella gallinarum (strain 287/91 / NCTC 13346)	550538
B5R9L8	SG4305	idnR	Salmonella gallinarum (strain 287/91 / NCTC 13346)	550538
B5RF72	SG3321	metJ	Salmonella gallinarum (strain 287/91 / NCTC 13346)	550538
B5RBF8	SG1980	csgD	Salmonella gallinarum (strain 287/91 / NCTC 13346)	550538
B5R9C4	SG4207	nsrR	Salmonella gallinarum (strain 287/91 / NCTC 13346)	550538
B5RAE7	SG1600	marA	Salmonella gallinarum (strain 287/91 / NCTC 13346)	550538
B5RDJ1	SG2769	sprB	Salmonella gallinarum (strain 287/91 / NCTC 13346)	550538
B5R702	SG0584		Salmonella gallinarum (strain 287/91 / NCTC 13346)	550538
B5R9W1	SG4405	trpR	Salmonella gallinarum (strain 287/91 / NCTC 13346)	550538
B5RA93	SG1537	yncC	Salmonella gallinarum (strain 287/91 / NCTC 13346)	550538
B5R9Z1	SG1425	pspF	Salmonella gallinarum (strain 287/91 / NCTC 13346)	550538
B5R9J4	SG4281	treR	Salmonella gallinarum (strain 287/91 / NCTC 13346)	550538
B5RED6	SG3074	ygiX	Salmonella gallinarum (strain 287/91 / NCTC 13346)	550538
B5REV8	SG3250	argR	Salmonella gallinarum (strain 287/91 / NCTC 13346)	550538
B5R640	SG0528	allR	Salmonella gallinarum (strain 287/91 / NCTC 13346)	550538
B5R7Q6	SG4047	iclR	Salmonella gallinarum (strain 287/91 / NCTC 13346)	550538
B5R856	SG0850		Salmonella gallinarum (strain 287/91 / NCTC 13346)	550538
B5RGL5	SG3770	xylR	Salmonella gallinarum (strain 287/91 / NCTC 13346)	550538
B5RFC3	SG3373	rhaS	Salmonella gallinarum (strain 287/91 / NCTC 13346)	550538
B5RF44	SG3291	oxyR	Salmonella gallinarum (strain 287/91 / NCTC 13346)	550538
B5R6H3	SG1012		Salmonella gallinarum (strain 287/91 / NCTC 13346)	550538
B5R977	SG4158		Salmonella gallinarum (strain 287/91 / NCTC 13346)	550538
B5R957	SG4137	basR	Salmonella gallinarum (strain 287/91 / NCTC 13346)	550538
B5R5U7	SG0365		Salmonella gallinarum (strain 287/91 / NCTC 13346)	550538
B5REZ5	SG3289	yijC	Salmonella gallinarum (strain 287/91 / NCTC 13346)	550538
B5R930	SG4110	soxR	Salmonella gallinarum (strain 287/91 / NCTC 13346)	550538
B5RAI7	SG1643	rstA	Salmonella gallinarum (strain 287/91 / NCTC 13346)	550538
B5RDE3	SG2721	emrR	Salmonella gallinarum (strain 287/91 / NCTC 13346)	550538
B5R976	SG4157		Salmonella gallinarum (strain 287/91 / NCTC 13346)	550538
B5RGY3	SG3894	gntR	Salmonella gallinarum (strain 287/91 / NCTC 13346)	550538
B5R703	SG0585		Salmonella gallinarum (strain 287/91 / NCTC 13346)	550538
B5RDK0	SG2778	hilD	Salmonella gallinarum (strain 287/91 / NCTC 13346)	550538
B4T9U5				
B4TDB7	SeHA_C2806	iscR	Salmonella heidelberg (strain SL476)	454169
B4TIT4				
B4TJ77				
B4T8N6				
B4TDF1				
B4TJ67				
B4TBZ6				
B4TKD5	SeHA_C2003	fadR	Salmonella heidelberg (strain SL476)	454169
B4TG85				
B4TDM4				
B4T8K3				
B4TH35				
B4TJJ5				
B4TIU2				
B4TAZ5				
B4T9J2				
B4TC33				
B4TCE8				
B4TJG3				
B4THV4				
B4TGR7				
B4TB80				
B4T846				
B4TCW2				
B4TIX3				
B4TH19				
B4TD42	SeHA_C1080	ihfB	Salmonella heidelberg (strain SL476)	454169
B4TBJ6				
B4TJR4				
B4TAY5				
B4THS0				
B4TFK9				
B4TB91				
B4TBY4	SeHA_C4378	rhaR	Salmonella heidelberg (strain SL476)	454169
B4TIE0				
B4TGN9				
B4TF54				
B4T985				
B4TAA4				
B4TF23	SeHA_C3025	norR	Salmonella heidelberg (strain SL476)	454169
B4TFT8				
B4THC1				
B4TG61				
B4TCN8	SeHA_C4433	metJ	Salmonella heidelberg (strain SL476)	454169
B4TER3				
B4TFB2	SeHA_C4785	nsrR	Salmonella heidelberg (strain SL476)	454169
B4THV3				
B4TF53				
B4TAD1				
B4TH16	SeHA_C4993	trpR	Salmonella heidelberg (strain SL476)	454169
B4TIL0				
B4TJH1				
B4TG36				
B4TI26				
B4TJT4	SeHA_C3658	argR	Salmonella heidelberg (strain SL476)	454169
B4TDG3				
B4T953				
B4TBY3	SeHA_C4377	rhaS	Salmonella heidelberg (strain SL476)	454169
B4TCQ7				
B4TEP6				
B4TEF1				
B4TED1				
B4T8J0				
B4TDP9				
B4THQ5				
B4TF00				
B4TEF0				
B4T874				
B4TAD2				
B4TFR7				
B4SXW4				
B4T1C0	SNSL254_A2744	iscR	Salmonella newport (strain SL254)	423368
B4T6Q3				
B4SU40				
B4SWN7				
B4T106				
B4SU31				
B4T008				
B4SUJ7	SNSL254_A1943	fadR	Salmonella newport (strain SL254)	423368
B4T4B1				
B4T1T6				
B4SW05				
B4T4T3				
B4T6V8				
B4T684				
B4SYF4				
B4SXK5				
B4SZI2				
B4SZT7				
B4T6S7				
B4T5F9				
B4T505				
B4SYN5				
B4SW57				
B4T0C5				
B4T6B4				
B4T4J0				
B4T146	SNSL254_A1015	ihfB	Salmonella newport (strain SL254)	423368
B4SZ01				
B4T751	SNSL254_A3603	nanR	Salmonella newport (strain SL254)	423368
B4SYE4				
B4T5C5				
B4T3S0				
B4SYP5				
B4SZZ4	SNSL254_A4332	rhaR	Salmonella newport (strain SL254)	423368
B4T6G6				
B4T4X7				
B4T3E0				
B4SXA3				
B4SXQ5				
B4T3B0	SNSL254_A3041	norR	Salmonella newport (strain SL254)	423368
B4T426				
B4T581				
B4T3M7				
B4T0U7	SNSL254_A4430	metJ	Salmonella newport (strain SL254)	423368
B4T2X3				
B4T2S3				
B4T5F8				
B4T3D9				
B4SXT2				
